stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
575,1938,"HIXSON PK + HIGHWOOD",,35.114962,-85.253328,,,,,,2
576,1953,"HIXSON PK + TACO BELL",,35.114893,-85.255665,,,,,,2
577,1903,"HIXSON PK + ACCESS RD",,35.114718,-85.256555,,,,,,2
578,1960,"HIXSON PK + NORCROSS",,35.113587,-85.261338,,,,,,2
579,579,"HIXSON PK + KENSINGTON",,35.113308,-85.262323,,,,,,0
580,580,"HIXSON PK + FOREST HIGHLAND",,35.113130,-85.263388,,,,,,0
581,1979,"HIXSON PK + W FAIRFAX",,35.112378,-85.266647,,,,,,2
583,1949,"HIXSON PK + MAULDETH",,35.110137,-85.270938,,,,,,2
584,1956,"HIXSON PK + MUNRO",,35.109358,-85.271320,,,,,,2
585,1947,"HIXSON PK + MANCHESTER",,35.108460,-85.271653,,,,,,2
586,1940,"HIXSON PK + INTERMONT",,35.106875,-85.272273,,,,,,2
587,1945,"HIXSON PK + LUPTON",,35.104447,-85.273545,,,,,,2
588,588,"HIXSON PK + PRES CHURCH",,35.102242,-85.274960,,,,,,0
589,1911,"HIXSON PK + BLACK OAK",,35.101530,-85.275738,,,,,,2
590,1942,"HIXSON PK + LAWSON",,35.100700,-85.277185,,,,,,2
591,1943,"HIXSON PK + LINDEN HALL",,35.100103,-85.277965,,,,,,2
592,1977,"HIXSON PK + VAN BUREN",,35.099742,-85.278838,,,,,,2
593,1970,"HIXSON PK + RIVERMONT",,35.096353,-85.282352,,,,,,2
594,1962,"HIXSON PK + OZARK",,35.094163,-85.285292,,,,,,2
595,1936,"HIXSON PK + HAYWOOD",,35.091517,-85.286468,,,,,,2
596,1966,"HIXSON PK + RIVER MANOR",,35.090417,-85.286850,,,,,,2
597,1906,"HIXSON PK + ALTAMONT",,35.088258,-85.288487,,,,,,2
598,1917,"HIXSON PK + CONTINENTAL",,35.086812,-85.290235,,,,,,2
599,1922,"HIXSON PK + E DALLAS",,35.081885,-85.289885,,,,,,2
600,1983,"HIXSON PK + WOODHILL",,35.079655,-85.289758,,,,,,2
601,1957,"HIXSON PK + N SHADY",,35.078125,-85.289233,,,,,,2
602,1974,"HIXSON PK + S SHADY",,35.076735,-85.288423,,,,,,2
603,1925,"HIXSON PK + ENGLEWOOD",,35.074565,-85.288455,,,,,,2
604,604,"HIXSON PIKE + DARTMOUTH",,35.070238,-85.289313,,,,,,0
605,1934,"HIXSON PK + HANOVER",,35.068680,-85.289472,,,,,,2
606,1919,"HIXSON PK + DUGDALE",,35.066785,-85.290155,,,,,,2
607,1972,"HIXSON PK + RUSSELL",,35.066260,-85.291633,,,,,,2
608,1955,"HIXSON PK + MISSISSIPPI",,35.065752,-85.293063,,,,,,2
609,1268,"BARTON + NORMAL",,35.065028,-85.295178,,,,,,2
610,1263,"BARTON + CREWDSON",,35.063960,-85.297435,,,,,,2
611,1261,"BARTON + BAKER",,35.063065,-85.298897,,,,,,2
612,1993,"HOLTZCLAW + CLEVELAND",,35.045995,-85.278617,,,,,,2
614,2001,"HOLTZCLAW + WILSON",,35.054573,-85.270763,,,,,,2
615,2634,"HOLTZCLAW + WILCOX",,35.055385,-85.268968,,,,,,2
627,2523,"WILCOX + PARKWAY",,35.046905,-85.236113,,,,,,2
628,2506,"WILCOX + DOGWOOD",,35.046162,-85.233635,,,,,,2
629,2525,"WILCOX + PIN OAK",,35.045042,-85.231775,,,,,,2
630,2502,"WILCOX + DALEWOOD",,35.043738,-85.228595,,,,,,2
631,2532,"WILCOX + TALLEY",,35.042975,-85.224400,,,,,,2
632,1855,"SHALLOWFORD + NORTH MOORE",,35.043397,-85.219155,,,,,,2
671,2503,"WILCOX + DALEWOOD",,35.043833,-85.228247,,,,,,0
672,2526,"WILCOX + JEANAGA",,35.045128,-85.231647,,,,,,2
673,2506,"WILCOX + DOGWOOD",,35.046102,-85.233332,,,,,,0
675,2523,"WILCOX + PARKWAY",,35.047017,-85.235938,,,,,,0
690,2345,"SHOLAR + CARTA",,35.055877,-85.268777,,,,,,2
712,1985,"HOLTZCLAW + 3RD",,35.044167,-85.279777,,,,,,2
713,1141,"3RD + LOOKOUT",,35.053588,-85.306543,,,,,,2
716,716,"FRAZIER + FOREST",,35.062497,-85.306765,,,,,,0
730,2605,"NORTH MARKET + SAWYER",,35.074402,-85.308498,,,,,,2
731,2222,"MARKET + PEAK",,35.071892,-85.308640,,,,,,2
732,2200,"MARKET + CHAMBLISS",,35.070310,-85.308768,,,,,,2
733,2196,"MARKET + BELL",,35.068427,-85.308975,,,,,,2
734,2197,"MARKET + BUSH",,35.066948,-85.309118,,,,,,2
740,740,"FRAZIER + FOREST",,35.062323,-85.306765,,,,,,0
742,2227,"MARKET + TVA",,35.043472,-85.309435,,,,,,2
743,743,"MARKET + WILLIAMS",,35.036918,-85.308832,,,,,,0
744,2104,"MAIN + COWART",,35.037340,-85.310087,,,,,,2
745,2103,"MAIN + CHESTNUT",,35.038480,-85.313235,,,,,,2
746,2800,"MAIN + FORT",,35.038827,-85.314203,,,,,,2
747,2100,"MAIN + CARTER",,35.039168,-85.315110,,,,,,2
748,2106,"MAIN + CYPRESS",,35.040340,-85.318273,,,,,,2
749,2141,"MAIN + RIVERFRONT",,35.040842,-85.319592,,,,,,2
750,2317,"RIVERFRONT + GROVE",,35.042017,-85.319465,,,,,,2
751,751,"13TH + GROVE",,35.042502,-85.318957,,,,,,0
752,1286,"BOYNTON + RENAISSANCE",,35.043437,-85.319132,,,,,,2
753,1283,"BOYNTON + GATEWAY",,35.045482,-85.319910,,,,,,2
754,1663,"GATEWAY AVE + J.C. TOWERS",,35.046888,-85.318733,,,,,,2
755,1284,"BOYNTON + M.L. KING",,35.048430,-85.318733,,,,,,2
756,1288,"BOYNTON + SENIOR NEIGHBORS",,35.046908,-85.320275,,,,,,2
757,1285,"BOYNTON + OVERLOOK",,35.045030,-85.319927,,,,,,2
758,1287,"BOYNTON + RENAISSANCE",,35.043380,-85.319163,,,,,,2
759,1728,"GROVE + WEST SIDE",,35.043437,-85.318417,,,,,,2
760,1725,"GROVE + 12TH",,35.044838,-85.317415,,,,,,2
761,1034,"12TH + HUMAN SERVICE",,35.043607,-85.315952,,,,,,2
762,1037,"12TH + POPLAR",,35.043265,-85.315603,,,,,,2
763,1033,"12TH + CARTER",,35.042455,-85.313537,,,,,,2
764,1432,"CARTER + 14TH",,35.040217,-85.314680,,,,,,2
765,765,"MAIN + FORT",,35.038723,-85.314395,,,,,,0
766,2098,"MAIN + BROAD",,35.037713,-85.311725,,,,,,2
767,2105,"MAIN + COWART",,35.037222,-85.310405,,,,,,2
768,2154,"MAIN + WILLIAMS",,35.036843,-85.309388,,,,,,2
769,2129,"MAIN + LONG",,35.036518,-85.308418,,,,,,2
771,1806,"MARKET + KING",,35.039462,-85.307497,,,,,,2
773,773,"7TH + BROAD",,35.048423,-85.310247,,,,,,0
774,774,"AMNICOLA + CRUTCHFIELD",,35.069920,-85.270272,,,,,,0
775,775,"AMNICOLA + LATTA",,35.070913,-85.269763,,,,,,0
776,776,"AMNICOLA + APPLING",,35.073063,-85.268587,,,,,,0
777,777,"AMNICOLA + STUART",,35.077467,-85.266155,,,,,,0
778,778,"AMNICOLA + POLICE SERVICE",,35.082115,-85.263580,,,,,,0
779,2639,"CHATTANOOGA STATE",,35.099762,-85.238292,,,,,,2
780,780,"AMNICOLA + OLAN MILLS",,35.096607,-85.242583,,,,,,0
782,1239,"AMNICOLA + PEPSI",,35.085028,-85.262355,,,,,,2
783,783,"WILCOX + RIVERSIDE",,35.058492,-85.276010,,,,,,0
784,2092,"MABEL + BATTERY PLACE",,35.051562,-85.299422,,,,,,2
789,3070,"BROAD + 4TH",,35.052508,-85.310612,,,,,,2
793,3071,"BROAD + 3RD",,35.053342,-85.310898,,,,,,2
794,1379,"BROAD + 5TH",,35.050732,-85.310755,,,,,,2
795,795,"BROAD + 10TH",,35.045030,-85.310325,,,,,,0
796,1027,"11TH + MARIOTT",,35.043885,-85.311883,,,,,,2
800,3075,"MARKET + W 14TH",,35.039530,-85.307655,,,,,,2
802,802,"FRAZIER + TREMONT",,35.061652,-85.304730,,,,,,0
805,2913,"HOUSTON + WAREHOUSE ROW",,35.042185,-85.308418,,,,,,2
806,2013,"HOUSTON + 11TH",,35.042653,-85.306685,,,,,,2
807,3310,"HOUSTON + 10TH",,35.043630,-85.306208,,,,,,2
808,2014,"HOUSTON + M.L. KING BLVD",,35.044333,-85.305763,,,,,,2
811,2082,"M.L.KING BLVD + DOUGLAS",,35.043770,-85.303142,,,,,,2
812,2090,"M.L.KING BLVD + UNIVERSITY",,35.043265,-85.301885,,,,,,2
813,2089,"M.L.KING BLVD + PEEPLES",,35.042300,-85.299072,,,,,,2
814,2087,"M.L.KING BLVD + PALMETTO",,35.041787,-85.297340,,,,,,2
815,2086,"M.L.KING BLVD + MAGNOLIA",,35.041313,-85.296355,,,,,,2
816,2088,"M.L.KING BLVD + PARK",,35.040817,-85.295098,,,,,,2
817,2083,"M.L.KING BLVD + FAIRVIEW",,35.040392,-85.293970,,,,,,2
818,2081,"M.L.KING BLVD + CENTRAL",,35.039823,-85.292412,,,,,,2
819,1257,"BAILEY AVE + NATIONAL",,35.037512,-85.286468,,,,,,2
820,1259,"BAILEY AVE + SPRUCE",,35.037118,-85.285673,,,,,,2
821,1254,"BAILEY AVE + HOLTZCLAW",,35.036565,-85.284545,,,,,,2
822,822,"BAILEY AVE + GREENWOOD",,35.035965,-85.283018,,,,,,0
823,1252,"BAILEY AVE + HIGHLAND PK",,35.035517,-85.281795,,,,,,2
824,1253,"BAILEY AVE + HOLLY",,35.035000,-85.280412,,,,,,2
825,1251,"BAILEY AVE + HICKORY",,35.034492,-85.279030,,,,,,2
826,1250,"BAILEY AVE + HAWTHORNE",,35.033995,-85.277693,,,,,,2
827,1258,"BAILEY AVE + ORCHARD KNOB",,35.033458,-85.276248,,,,,,2
828,1246,"BAILEY AVE + BEECH",,35.032798,-85.274420,,,,,,2
829,829,"WILLOW + BAILEY",,35.032425,-85.273435,,,,,,0
830,2860,"BAILEY AVE + WATKINS",,35.030705,-85.268905,,,,,,2
831,1247,"BAILEY AVE + CHAMBERLAIN",,35.030943,-85.266950,,,,,,2
832,1248,"BAILEY AVE + DUNCAN",,35.031607,-85.265995,,,,,,2
833,2252,"MCCALLIE AVE + KYLE",,35.030725,-85.260878,,,,,,2
834,1323,"BRAINERD RD + SEMINOLE",,35.027568,-85.255045,,,,,,2
835,1300,"BRAINERD RD + ELMWOOD",,35.027188,-85.254155,,,,,,2
836,1322,"BRAINERD RD + ROSEMONT",,35.026083,-85.251580,,,,,,2
837,1333,"BRAINERD RD + TUNNEL BLVD",,35.025638,-85.248798,,,,,,2
838,1337,"BRAINERD RD + VISTA",,35.024875,-85.247812,,,,,,2
839,3125,"BRAINERD + GERMANTOWN",,35.023968,-85.246080,,,,,,2
840,1319,"BRAINERD RD + ORIOLE",,35.023245,-85.244522,,,,,,2
841,2862,"BRAINERD + FOOD LION",,35.022602,-85.242868,,,,,,2
842,1331,"BRAINERD RD + TALLEY RD",,35.021712,-85.241565,,,,,,2
843,1314,"BRAINERD RD + MANOR",,35.020258,-85.240517,,,,,,2
844,1291,"BRAINERD RD + BELVOIR",,35.018955,-85.240008,,,,,,2
845,1296,"BRAINERD RD + BROOKFIELD",,35.017313,-85.238068,,,,,,2
846,1335,"BRAINERD RD + TUXEDO",,35.016768,-85.237132,,,,,,2
848,1330,"BRAINERD RD + SWEETBRIAR",,35.015542,-85.234700,,,,,,2
849,849,"BRAINERD RD + SEQUOIA",,35.015212,-85.233842,,,,,,0
850,1312,"BRAINERD RD + LONSDALE",,35.014667,-85.232490,,,,,,2
851,1303,"BRAINERD RD + HANEY",,35.014070,-85.231155,,,,,,2
852,1310,"BRAINERD RD + LARCHMONT",,35.013498,-85.229772,,,,,,2
854,1313,"BRAINERD RD + LOVELL",,35.012418,-85.227325,,,,,,2
855,1327,"BRAINERD RD + ST MARKS",,35.011985,-85.226148,,,,,,2
856,1305,"BRAINERD RD + HOWELL",,35.011552,-85.225020,,,,,,2
857,1316,"BRAINERD RD + MCBRIEN",,35.010777,-85.222968,,,,,,2
858,1297,"BRAINERD RD + BROOKS",,35.010498,-85.222222,,,,,,2
859,1307,"BRAINERD RD + HUNT",,35.010173,-85.221348,,,,,,2
860,1304,"BRAINERD RD + HOLIDAY BOWL",,35.010232,-85.218598,,,,,,2
861,2871,"BRAINERD RD + EASTGATE DR",,35.010633,-85.217755,,,,,,2
867,2873,"GREENWAY VW DR + WALMART",,35.009115,-85.206915,,,,,,2
868,868,"GREENWAY VIEW DRIVE + MARLIN",,35.010295,-85.207805,,,,,,0
869,2874,"GREENWAY VW DR + BRAINERD RD",,35.013812,-85.210873,,,,,,2
870,870,"BRAINERD + CONOCO",,35.015962,-85.208617,,,,,,0
871,871,"BRAINERD + BIG LOTS",,35.016817,-85.207218,,,,,,0
872,2048,"LEE HWY + E BRAINERD ROAD",,35.017825,-85.205597,,,,,,2
873,2037,"LEE HWY + AIKEN",,35.019793,-85.202448,,,,,,2
874,2043,"LEE HWY + CHICKAMAUGA",,35.021723,-85.199350,,,,,,2
875,2073,"LEE HWY + WHIRLAWAY",,35.022825,-85.197602,,,,,,2
876,2041,"LEE HWY + CHARLES",,35.023627,-85.196330,,,,,,2
877,2870,"LEE HWY + JIM SNOW WAY",,35.024863,-85.194327,,,,,,2
879,2064,"LEE HWY + SPORTS BARN",,35.027927,-85.189240,,,,,,2
880,2070,"LEE HWY + VANCE RD",,35.029147,-85.187207,,,,,,2
881,2058,"LEE HWY + PERIMETER",,35.030347,-85.185602,,,,,,2
882,3099,"LEE HWY + CUSTORMER DELIGHT",,35.033502,-85.180323,,,,,,2
883,2047,"LEE HWY + DUPREE",,35.034555,-85.178672,,,,,,2
884,2044,"LEE HWY + CIRCLE",,35.037578,-85.174077,,,,,,2
885,2062,"LEE HWY + RYANS",,35.039283,-85.171360,,,,,,2
886,2049,"LEE HWY + HICKORY VALLEY",,35.040372,-85.169627,,,,,,2
887,2879,"LEE HWY + HAMILTON INN",,35.041747,-85.167418,,,,,,2
888,2046,"LEE HWY + CONNER",,35.042307,-85.166527,,,,,,2
889,2060,"LEE HWY + ROBINSON",,35.043138,-85.165192,,,,,,2
890,2055,"LEE HWY + PARK",,35.043765,-85.164223,,,,,,2
891,2063,"LEE HWY + SHALLOWFORD RD",,35.044643,-85.162792,,,,,,2
894,1845,"SHALLOWFORD RD + RED ROOF INN",,35.043655,-85.159105,,,,,,2
897,2889,"HAMILTON PLACE BLVD + BAMS",,35.040793,-85.155083,,,,,,2
898,2885,"HAMILTON PLACE BLVD + STARBUCKS",,35.039740,-85.155718,,,,,,2
923,1864,"HAMILTON PL + GUNBARREL",,35.032867,-85.154098,,,,,,2
924,2826,"GUNBARREL + FAMOUS DAVES",,35.035072,-85.152873,,,,,,2
925,3111,"GUNBARREL + COMMONS",,35.036725,-85.151952,,,,,,2
926,1846,"SHALLOWFORD RD + SHALLOWFORD VILLAGE",,35.043372,-85.158008,,,,,,2
927,1840,"SHALLOWFORD RD + CENTER",,35.043917,-85.159312,,,,,,2
928,2039,"LEE HWY + BI LO",,35.044445,-85.163365,,,,,,2
929,2061,"LEE HWY + ROBINSON",,35.043253,-85.165272,,,,,,2
930,2045,"LEE HWY + CONNER LN",,35.042347,-85.166432,,,,,,2
931,2050,"LEE HWY + HICKORY VALLEY",,35.041008,-85.168753,,,,,,2
932,2068,"LEE HWY OPPOSITE RYANS",,35.039363,-85.171455,,,,,,2
933,2054,"LEE HWY + TN CHILDREN HOME",,35.037678,-85.174142,,,,,,2
934,3341,"LEE HWY + MCKAYS",,35.034865,-85.178623,,,,,,2
935,2057,"LEE HWY + PERIMETER CROSS",,35.030637,-85.185395,,,,,,2
936,2069,"LEE HWY + VANCE",,35.029528,-85.187175,,,,,,2
939,2059,"LEE HWY + PROVENCE",,35.025117,-85.194168,,,,,,2
941,2038,"LEE HWY + AIRPORT ROAD",,35.022642,-85.198078,,,,,,2
943,2838,"LEE HWY + HERB ADCOX",,35.019932,-85.202465,,,,,,2
946,2051,"LEE HWY + INFINITI",,35.015723,-85.209188,,,,,,2
947,2841,"GREENWAY VIEW DR + BRAINERD",,35.013257,-85.210317,,,,,,2
948,2907,"GREENWAY VIEW DRIVE + MARLIN",,35.010192,-85.207917,,,,,,2
951,1309,"CASTLE DENTAL",,35.008388,-85.212082,,,,,,2
952,952,"BRAINERD RD + KRISPY KREME",,35.010633,-85.217740,,,,,,0
953,1329,"BRAINERD RD + SUBWAY",,35.010268,-85.218995,,,,,,2
954,1321,"BRAINERD RD + PISGAH",,35.010113,-85.220775,,,,,,2
955,1317,"BRAINERD RD + MCBRIEN",,35.010863,-85.222778,,,,,,2
956,1306,"BRAINERD RD + HOWELL",,35.011592,-85.224717,,,,,,2
957,1328,"BRAINERD RD + ST MARKS",,35.012057,-85.225910,,,,,,2
959,1311,"BRAINERD RD + LARCHMONT",,35.013535,-85.229518,,,,,,2
960,1340,"BRAINERD RD + WOODVALE",,35.014107,-85.230868,,,,,,2
961,1320,"BRAINERD RD + PARKDALE",,35.014598,-85.232060,,,,,,2
962,1326,"BRAINERD RD + SEQUOIA",,35.015283,-85.233762,,,,,,2
963,1336,"BRAINERD RD + TUXEDO",,35.016788,-85.236845,,,,,,2
964,1292,"BRAINERD RD + BI LO",,35.017818,-85.238450,,,,,,2
966,1315,"BRAINERD RD + MANOR",,35.020190,-85.240293,,,,,,2
967,1332,"BRAINERD RD + TALLEY",,35.021633,-85.241327,,,,,,2
968,1299,"BRAINERD RD + ECPC",,35.022518,-85.242408,,,,,,2
969,1290,"BRAINERD RD + 3661",,35.023175,-85.244108,,,,,,2
970,2849,"BRAINERD RD + DOLLAR GENERAL",,35.023632,-85.245173,,,,,,2
971,2609,"BRAINERD + GERMANTOWN",,35.024347,-85.246812,,,,,,2
972,1334,"BRAINERD RD + TUNNEL BLVD",,35.025717,-85.248528,,,,,,2
975,1324,"BRAINERD RD + SEMINOLE",,35.027633,-85.254727,,,,,,2
976,2254,"MCCALLIE AVE + LUTHERAN CHURCH",,35.031137,-85.261625,,,,,,2
977,2242,"MCCALLIE AVE + GLENWOOD",,35.031988,-85.264183,,,,,,2
978,2251,"MCCALLIE AVE + KILMER",,35.032425,-85.265360,,,,,,2
979,2238,"MCCALLIE AVE + DERBY",,35.032893,-85.266568,,,,,,2
980,2259,"MCCALLIE AVE + PARKRIDGE",,35.033597,-85.268460,,,,,,2
981,2250,"MCCALLIE AVE + KELLY",,35.034348,-85.270447,,,,,,2
982,2262,"MCCALLIE AVE + WILLOW",,35.034793,-85.271653,,,,,,2
983,2235,"MCCALLIE AVE + BEECH",,35.035350,-85.273117,,,,,,2
984,2257,"MCCALLIE AVE + ORCHARD KNOB",,35.035830,-85.274435,,,,,,2
985,2244,"MCCALLIE AVE + HAWTHORNE",,35.036390,-85.275962,,,,,,2
986,2245,"MCCALLIE AVE + HICKORY",,35.036903,-85.277345,,,,,,2
987,2247,"MCCALLIE AVE + HOLLY",,35.037412,-85.278712,,,,,,2
988,2246,"MCCALLIE AVE + HIGHLAND PARK",,35.037925,-85.280110,,,,,,2
989,2243,"MCCALLIE AVE + GREENWOOD",,35.038365,-85.281287,,,,,,2
990,2248,"MCCALLIE AVE + HOLTZCLAW",,35.038850,-85.282605,,,,,,2
991,2261,"MCCALLIE AVE + WARNER PK",,35.039625,-85.284623,,,,,,2
992,2256,"MCCALLIE AVE + ONEAL",,35.041393,-85.289520,,,,,,2
993,2237,"MCCALLIE AVE + CENTRAL",,35.042073,-85.291348,,,,,,2
994,2241,"MCCALLIE AVE + FORTWOOD",,35.042542,-85.292587,,,,,,2
995,2258,"MCCALLIE AVE + PALMETTO",,35.043733,-85.295687,,,,,,2
996,2253,"MCCALLIE AVE + LINDSAY",,35.047410,-85.305415,,,,,,2
997,1223,"7TH + WALNUT",,35.048447,-85.307273,,,,,,2
998,1221,"7TH + CHERRY",,35.048367,-85.308338,,,,,,2
999,1222,"7TH + MARKET",,35.048343,-85.309308,,,,,,2
1029,1991,"HOLTZCLAW + CITICO",,35.048630,-85.277138,,,,,,2
1047,1047,"DEE DRIVE + EMMA KATE",,35.055333,-85.243060,,,,,,0
1048,1048,"DEE DRIVE + 3118",,35.055098,-85.241518,,,,,,0
1049,1049-cd,"DEE DRIVE + GREENWOOD",,35.054375,-85.240803,,,,,,0
1051,2283,"NORTH CREST + LIGHT MILL",,35.065505,-85.241168,,,,,,2
1052,2281,"NORTH CREST + GLASS",,35.067123,-85.243267,,,,,,2
1054,2274,"NEW YORK + NEW JERSEY",,35.069292,-85.234588,,,,,,2
1055,2272,"NEW YORK + 3185",,35.068220,-85.231043,,,,,,2
1057,2456,"TUNNEL BLVD + TOWERWAY",,35.067155,-85.228357,,,,,,2
1058,2430,"TUNNEL BLVD + ACUFF",,35.064798,-85.228103,,,,,,2
1059,2433,"TUNNEL BLVD + COGSWELL",,35.062847,-85.228453,,,,,,2
1060,1060-cd,"TUNNEL BLVD + NORTH BRIAR",,35.060483,-85.229645,,,,,,0
1061,2437,"TUNNEL BLVD + GREEN FOR",,35.057400,-85.231362,,,,,,2
1064,1064-cd,"TUNNEL BLVD + PERSIMMON",,35.052043,-85.234763,,,,,,0
1065,1065-cd,"TUNNEL BLVD + 1819",,35.049853,-85.235987,,,,,,0
1070,2436,"TUNNEL BLVD + GAY",,35.044588,-85.237815,,,,,,2
1071,2455,"TUNNEL BLVD + THROUGH",,35.043535,-85.238068,,,,,,2
1072,2440,"TUNNEL BLVD + HOYT",,35.042538,-85.238625,,,,,,2
1073,2444,"TUNNEL BLVD + LASALLE",,35.041370,-85.239118,,,,,,2
1074,2432,"TUNNEL BLVD + BELMEADE",,35.039327,-85.240055,,,,,,2
1075,2453,"TUNNEL BLVD + SHALLOWFORD",,35.038385,-85.240120,,,,,,2
1076,2448,"TUNNEL BLVD + FRANKS STORE",,35.036855,-85.240882,,,,,,2
1077,1675,"GERMANTOWN + TUNNEL BLVD",,35.035330,-85.241900,,,,,,2
1078,1668,"GERMANTOWN + MENLO",,35.033447,-85.241470,,,,,,2
1079,1671,"GERMANTOWN + RIDGESIDE",,35.031925,-85.242233,,,,,,2
1080,1672,"GERMANTOWN + ROGERS ROAD",,35.030485,-85.243012,,,,,,2
1082,1669,"GERMANTOWN + MONTVIEW",,35.026830,-85.244998,,,,,,2
1084,2142,"MAIN + ROSSVILLE AVE",,35.035505,-85.305525,,,,,,2
1085,2151,"MAIN + WILHOIT",,35.034828,-85.304047,,,,,,2
1086,2146,"MAIN + WASHINGTON",,35.034320,-85.302712,,,,,,2
1087,2094,"MAIN + ADAMS",,35.033843,-85.301457,,,,,,2
1088,2125,"MAIN + JEFFERSON",,35.033378,-85.300200,,,,,,2
1089,2132,"MAIN + MADISON",,35.032882,-85.298882,,,,,,2
1090,2101,"MAIN + CENTRAL",,35.032072,-85.296832,,,,,,2
1091,2109,"MAIN + FAGAN",,35.031455,-85.295098,,,,,,2
1092,2139,"MAIN + POLK",,35.030860,-85.293477,,,,,,2
1093,2116,"MAIN + GULF",,35.029647,-85.290155,,,,,,2
1094,2123,"MAIN + HOLTZCLAW",,35.028988,-85.288392,,,,,,2
1095,2113,"MAIN + GREENWOOD",,35.028507,-85.287422,,,,,,2
1096,2148,"MAIN + WATAUGA",,35.027872,-85.285323,,,,,,2
1097,2121,"MAIN + HOLLY",,35.027485,-85.284227,,,,,,2
1099,2138,"MAIN + ORCHARD KNOB",,35.026123,-85.280190,,,,,,2
1100,2135,"MAIN + MULBERRY",,35.025463,-85.278345,,,,,,2
1101,2155,"MAIN + WILLOW",,35.025102,-85.277392,,,,,,2
1102,2127,"MAIN + KELLY",,35.024717,-85.276343,,,,,,2
1103,2131,"MAIN + LYERLY",,35.023930,-85.274245,,,,,,2
1104,2149,"MAIN + WATKINS",,35.023408,-85.272847,,,,,,2
1105,2099,"MAIN + BUCKLEY",,35.022992,-85.271718,,,,,,2
1106,2107,"MAIN + DODDS",,35.022277,-85.269795,,,,,,2
1107,1531,"DODDS + 16TH",,35.020890,-85.270557,,,,,,2
1108,1533,"DODDS + 17TH",,35.020003,-85.271177,,,,,,2
1109,1535,"DODDS + 18TH",,35.019328,-85.271638,,,,,,2
1110,1537,"DODDS + 19TH",,35.018160,-85.272273,,,,,,2
1111,1539,"DODDS + 21ST",,35.016920,-85.272942,,,,,,2
1112,1541,"DODDS + 23RD",,35.015990,-85.273593,,,,,,2
1113,1050,"23RD + BUCKLEY",,35.016252,-85.274707,,,,,,2
1115,1170,"4TH AVE + 25TH",,35.014508,-85.281572,,,,,,2
1116,1172,"4TH AVE + 26TH",,35.013765,-85.281970,,,,,,2
1117,1194,"4TH AVE + FOUST",,35.013033,-85.282367,,,,,,2
1118,1174,"4TH AVE + 27TH",,35.012298,-85.282780,,,,,,2
1119,2763,"28TH + 5TH AVE",,35.011095,-85.282415,,,,,,2
1120,2764,"28TH + 6TH AVE",,35.010670,-85.281302,,,,,,2
1121,1548,"DODDS + 28TH",,35.009127,-85.277217,,,,,,2
1122,1550,"DODDS + 29TH",,35.008098,-85.277615,,,,,,2
1123,1552,"DODDS + 30TH",,35.006930,-85.278187,,,,,,2
1124,1554,"DODDS + 31ST",,35.005833,-85.278918,,,,,,2
1125,1556,"DODDS + 32ND",,35.004705,-85.279553,,,,,,2
1126,1558,"DODDS + 33RD",,35.003500,-85.280222,,,,,,2
1127,1560,"DODDS + 34TH",,35.002480,-85.280778,,,,,,2
1128,1562,"DODDS + 36TH",,35.000640,-85.281795,,,,,,2
1129,1564,"DODDS + 37TH",,34.999437,-85.282462,,,,,,2
1130,1566,"DODDS + 38TH",,34.998348,-85.282733,,,,,,2
1131,1569,"DODDS + 41ST",,34.995507,-85.284275,,,,,,2
1132,1570,"DODDS + 42ND",,34.994270,-85.284927,,,,,,2
1133,1572,"DODDS + 43RD",,34.992928,-85.285673,,,,,,2
1134,1574,"DODDS + 44TH",,34.991592,-85.286357,,,,,,2
1136,1648,"ENGLISH AVE + 49TH",,34.986923,-85.288438,,,,,,2
1139,2096,"MAIN + BEECH",,35.025848,-85.279427,,,,,,2
1142,1578,"DODDS + 47TH",,34.988827,-85.287787,,,,,,2
1143,1577,"DODDS + 46TH",,34.989685,-85.287327,,,,,,2
1144,1576,"DODDS + 45TH",,34.990385,-85.286612,,,,,,2
1145,1575,"DODDS + 44TH",,34.991255,-85.286468,,,,,,2
1146,1573,"DODDS + 43RD",,34.992633,-85.285720,,,,,,2
1147,1571,"DODDS + 42ND",,34.993977,-85.285022,,,,,,2
1148,1568,"DODDS + 39TH",,34.997235,-85.283242,,,,,,2
1149,1567,"DODDS + 38TH",,34.998025,-85.282828,,,,,,2
1150,1565,"DODDS + 37TH",,34.998673,-85.282462,,,,,,2
1151,1563,"DODDS + 36TH",,35.000215,-85.281970,,,,,,2
1152,1561,"DODDS + 34TH",,35.002122,-85.280920,,,,,,2
1153,1559,"DODDS + 33RD",,35.003267,-85.280285,,,,,,2
1154,1557,"DODDS + 32ND",,35.004403,-85.279665,,,,,,2
1155,1555,"DODDS + 31ST",,35.005492,-85.279077,,,,,,2
1156,1553,"DODDS + 30TH",,35.006605,-85.278473,,,,,,2
1157,1551,"DODDS + 29TH",,35.007753,-85.277837,,,,,,2
1159,2767,"28TH + 4TH AVE",,35.011237,-85.283147,,,,,,2
1160,1175,"4TH AVE + 27TH",,35.011925,-85.282892,,,,,,2
1161,1195,"4TH AVE + FOUST",,35.012743,-85.282447,,,,,,2
1162,1173,"4TH AVE + 26TH",,35.013542,-85.282017,,,,,,2
